"assignment_name","assignment_url","starter_code_url","github_username","roster_identifier","student_repository_name","student_repository_url","submission_timestamp","points_awarded","points_available"
"lab0-0-setup-env-run-os1","https://classroom.github.com/classrooms/19380377-2022-training-comp-on-open-source-os/assignments/lab0-0-setup-env-run-os1","https://api.github.com/repos/LearningOS/rust-based-os-comp2022","fkysly","","lab0-0-setup-env-run-os1-fkysly","https://github.com/LearningOS/lab0-0-setup-env-run-os1-fkysly","","0","0"
"lab0-0-setup-env-run-os1","https://classroom.github.com/classrooms/19380377-2022-training-comp-on-open-source-os/assignments/lab0-0-setup-env-run-os1","https://api.github.com/repos/LearningOS/rust-based-os-comp2022","CelestialMelody","","lab0-0-setup-env-run-os1-CelestialMelody","https://github.com/LearningOS/lab0-0-setup-env-run-os1-CelestialMelody","2022-07-04 23:59:59 UTC","100","0"
"lab0-0-setup-env-run-os1","https://classroom.github.com/classrooms/19380377-2022-training-comp-on-open-source-os/assignments/lab0-0-setup-env-run-os1","https://api.github.com/repos/LearningOS/rust-based-os-comp2022","CL-a11y","","lab0-0-setup-env-run-os1-CL-a11y","https://github.com/LearningOS/lab0-0-setup-env-run-os1-CL-a11y","2022-06-28 23:59:59 UTC","100","0"
"lab0-0-setup-env-run-os1","https://classroom.github.com/classrooms/19380377-2022-training-comp-on-open-source-os/assignments/lab0-0-setup-env-run-os1","https://api.github.com/repos/LearningOS/rust-based-os-comp2022","P4nda0s","","lab0-0-setup-env-run-os1-P4nda0s","https://github.com/LearningOS/lab0-0-setup-env-run-os1-P4nda0s","","0","0"
"lab0-0-setup-env-run-os1","https://classroom.github.com/classrooms/19380377-2022-training-comp-on-open-source-os/assignments/lab0-0-setup-env-run-os1","https://api.github.com/repos/LearningOS/rust-based-os-comp2022","wlex-club","","lab0-0-setup-env-run-os1-wlex-club","https://github.com/LearningOS/lab0-0-setup-env-run-os1-wlex-club","","0","0"
"lab0-0-setup-env-run-os1","https://classroom.github.com/classrooms/19380377-2022-training-comp-on-open-source-os/assignments/lab0-0-setup-env-run-os1","https://api.github.com/repos/LearningOS/rust-based-os-comp2022","phpgoc","","lab0-0-setup-env-run-os1-phpgoc","https://github.com/LearningOS/lab0-0-setup-env-run-os1-phpgoc","2022-07-09 23:59:59 UTC","0","0"
"lab0-0-setup-env-run-os1","https://classroom.github.com/classrooms/19380377-2022-training-comp-on-open-source-os/assignments/lab0-0-setup-env-run-os1","https://api.github.com/repos/LearningOS/rust-based-os-comp2022","Zikovan","","lab0-0-setup-env-run-os1-Learn9899git","https://github.com/LearningOS/lab0-0-setup-env-run-os1-Learn9899git","","0","0"
"lab0-0-setup-env-run-os1","https://classroom.github.com/classrooms/19380377-2022-training-comp-on-open-source-os/assignments/lab0-0-setup-env-run-os1","https://api.github.com/repos/LearningOS/rust-based-os-comp2022","ZHOUSH41","","lab0-0-setup-env-run-os1-ZHOUSH41","https://github.com/LearningOS/lab0-0-setup-env-run-os1-ZHOUSH41","2022-07-09 23:59:59 UTC","0","0"
"lab0-0-setup-env-run-os1","https://classroom.github.com/classrooms/19380377-2022-training-comp-on-open-source-os/assignments/lab0-0-setup-env-run-os1","https://api.github.com/repos/LearningOS/rust-based-os-comp2022","Licae","","lab0-0-setup-env-run-os1-Licae","https://github.com/LearningOS/lab0-0-setup-env-run-os1-Licae","","0","0"
"lab0-0-setup-env-run-os1","https://classroom.github.com/classrooms/19380377-2022-training-comp-on-open-source-os/assignments/lab0-0-setup-env-run-os1","https://api.github.com/repos/LearningOS/rust-based-os-comp2022","thewangcj","","lab0-0-setup-env-run-os1-thewangcj","https://github.com/LearningOS/lab0-0-setup-env-run-os1-thewangcj","","0","0"
"lab0-0-setup-env-run-os1","https://classroom.github.com/classrooms/19380377-2022-training-comp-on-open-source-os/assignments/lab0-0-setup-env-run-os1","https://api.github.com/repos/LearningOS/rust-based-os-comp2022","0xlilim","","lab0-0-setup-env-run-os1-0xlilim","https://github.com/LearningOS/lab0-0-setup-env-run-os1-0xlilim","2022-07-03 23:59:59 UTC","0","0"
"lab0-0-setup-env-run-os1","https://classroom.github.com/classrooms/19380377-2022-training-comp-on-open-source-os/assignments/lab0-0-setup-env-run-os1","https://api.github.com/repos/LearningOS/rust-based-os-comp2022","Build10240","","lab0-0-setup-env-run-os1-Build10240","https://github.com/LearningOS/lab0-0-setup-env-run-os1-Build10240","","0","0"
"lab0-0-setup-env-run-os1","https://classroom.github.com/classrooms/19380377-2022-training-comp-on-open-source-os/assignments/lab0-0-setup-env-run-os1","https://api.github.com/repos/LearningOS/rust-based-os-comp2022","hehepig166","","lab0-0-setup-env-run-os1-hehepig166","https://github.com/LearningOS/lab0-0-setup-env-run-os1-hehepig166","","0","0"
"lab0-0-setup-env-run-os1","https://classroom.github.com/classrooms/19380377-2022-training-comp-on-open-source-os/assignments/lab0-0-setup-env-run-os1","https://api.github.com/repos/LearningOS/rust-based-os-comp2022","d0zingcat","","lab0-0-setup-env-run-os1-d0zingcat","https://github.com/LearningOS/lab0-0-setup-env-run-os1-d0zingcat","","0","0"
"lab0-0-setup-env-run-os1","https://classroom.github.com/classrooms/19380377-2022-training-comp-on-open-source-os/assignments/lab0-0-setup-env-run-os1","https://api.github.com/repos/LearningOS/rust-based-os-comp2022","Shl1015CS","","lab0-0-setup-env-run-os1-Shl1015CS","https://github.com/LearningOS/lab0-0-setup-env-run-os1-Shl1015CS","2022-07-03 23:59:59 UTC","100","0"
"lab0-0-setup-env-run-os1","https://classroom.github.com/classrooms/19380377-2022-training-comp-on-open-source-os/assignments/lab0-0-setup-env-run-os1","https://api.github.com/repos/LearningOS/rust-based-os-comp2022","Dousir9","","lab0-0-setup-env-run-os1-Dousir9","https://github.com/LearningOS/lab0-0-setup-env-run-os1-Dousir9","","0","0"
"lab0-0-setup-env-run-os1","https://classroom.github.com/classrooms/19380377-2022-training-comp-on-open-source-os/assignments/lab0-0-setup-env-run-os1","https://api.github.com/repos/LearningOS/rust-based-os-comp2022","tssujt","","lab0-0-setup-env-run-os1-tssujt","https://github.com/LearningOS/lab0-0-setup-env-run-os1-tssujt","","0","0"
"lab0-0-setup-env-run-os1","https://classroom.github.com/classrooms/19380377-2022-training-comp-on-open-source-os/assignments/lab0-0-setup-env-run-os1","https://api.github.com/repos/LearningOS/rust-based-os-comp2022","qiaojinxia","","lab0-0-setup-env-run-os1-qiaojinxia","https://github.com/LearningOS/lab0-0-setup-env-run-os1-qiaojinxia","","0","0"
"lab0-0-setup-env-run-os1","https://classroom.github.com/classrooms/19380377-2022-training-comp-on-open-source-os/assignments/lab0-0-setup-env-run-os1","https://api.github.com/repos/LearningOS/rust-based-os-comp2022","wangzeping722","","lab0-0-setup-env-run-os1-wangzeping722","https://github.com/LearningOS/lab0-0-setup-env-run-os1-wangzeping722","","0","0"
